date,期货
2024-07-29,2.8843070896515622e-05
2024-07-30,0.0003472848854214807
2024-07-31,0.006944306519274024
2024-08-01,-0.0017092063706005078
2024-08-02,-0.002484283910396166
2024-08-05,-0.00281567186166214
2024-08-06,-0.002346272075309703
2024-08-07,1.8527109133663648e-06
2024-08-08,0.004552182686096664
2024-08-09,0.002547031847038199
2024-08-12,0.015656028468193077
2024-08-13,-0.007322701819298662
2024-08-15,-0.0033659497367686383
2024-08-19,0.0038206238462402398
2024-08-23,-0.010360085041159426
2024-08-27,0.005164197670979692
2024-08-28,-0.004932445368102935
2024-08-29,0.012989554720291431
2024-08-30,-0.004956134395065089
2024-09-03,0.0026314404519780558
2024-09-04,0.003186854563107475
2024-09-05,0.0006224989784806331
2024-09-09,-0.023332685956514727
2024-09-10,-0.00781904412156989
2024-09-11,0.00519570250914999
2024-09-12,0.01479012786783253
2024-09-13,0.00951308459343312
2024-09-18,0.02080032084785041
2024-09-19,-0.0020729281544662605
2024-09-20,0.002841903776782284
2024-09-24,0.013672796269116383
2024-09-26,-0.00301487652510721
2024-09-30,0.007270899018845695
2024-10-08,0.007230536568589525
2024-10-09,-0.0013081085149870178
2024-10-10,0.0067105306595192015
2024-10-17,-0.009880901178832419
2024-10-18,-0.0038656662235708444
2024-10-25,0.016725035605957696
2024-10-31,-0.009113463360188681
2024-11-01,0.002790579168515446
2024-11-05,0.009294199792891271
2024-11-06,-0.006685592442861139
2024-11-07,0.006914066564545327
2024-11-08,-0.0032603647367253057
2024-11-12,-0.024788805449069702
2024-11-13,-0.006219387567084372
2024-11-14,-0.009164734069540992
2024-11-18,0.03013643549335108
2024-11-19,0.0022387957812387295
2024-11-20,0.0027534314181987974
2024-11-21,0.0035037671914268397
2024-11-22,0.007093523020147655
2024-11-25,-0.023382729482146754
2024-11-26,-0.002807147598385371
2024-11-27,0.003197425030802665
2024-11-29,0.004544349287270275
2024-12-02,-0.003975258818033061
2024-12-04,0.002354485475384824
2024-12-05,0.0003217759102725807
2024-12-06,0.0024850761171838877
